Name,Address,Category,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails,Email Status
Domino's,"17 Randle St, Surry Hills New South Wales 2010",Pizza restaurant,https://www.dominos.com.au/store/NSW-SURRY-HILLS-98360?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9212 9420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.co.nz,Risky
Domino's,"17 Randle St, Surry Hills New South Wales 2010",Pizza restaurant,https://www.dominos.com.au/store/NSW-SURRY-HILLS-98360?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9212 9420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.com.au,Risky
Domino's,"17 Randle St, Surry Hills New South Wales 2010",Pizza restaurant,https://www.dominos.com.au/store/NSW-SURRY-HILLS-98360?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9212 9420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.co.nz,Risky
Domino's,"17 Randle St, Surry Hills New South Wales 2010",Pizza restaurant,https://www.dominos.com.au/store/NSW-SURRY-HILLS-98360?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9212 9420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.au,Risky
Domino's,"17 Randle St, Surry Hills New South Wales 2010",Pizza restaurant,https://www.dominos.com.au/store/NSW-SURRY-HILLS-98360?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9212 9420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.nz,Risky
Domino's,"17 Randle St, Surry Hills New South Wales 2010",Pizza restaurant,https://www.dominos.com.au/store/NSW-SURRY-HILLS-98360?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9212 9420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,media@dominos.com.au,Risky
Manny's Diner Phillys&Pizza,"66 Regent Street, Sydney New South Wales 2008",Pizza restaurant,https://www.mannysdiner.com.au/,(02) 9698 3526,"{""instagram"":""https://www.instagram.com/reel/dgmxn9nsmtq/"",""facebook"":""https://www.facebook.com/mannysdinerphillysandpizza/about/""}",https://www.facebook.com/mannysdinerphillysandpizza/about/,https://www.instagram.com/reel/dgmxn9nsmtq/,-- No Data --,info@mannysdiner.com.au,Risky
Pizza Boccone,"11 Llankelly Place, Sydney New South Wales 2011",Italian restaurant,https://www.pizzaboccone.com.au/,(02) 9357 5591,"{""facebook"":""https://www.facebook.com/pizzaboccone/"",""instagram"":""https://www.instagram.com/pizza_boccone/"",""yelp"":""https://www.yelp.com/biz/pizza-boccone-sydney""}",https://www.facebook.com/pizzaboccone/,https://www.instagram.com/pizza_boccone/,-- No Data --,info@alalies.nl,Risky
Sal's Authentic New York Pizza (Darlinghurst),"314-318 Victoria Street, Sydney New South Wales 2010",Pizza restaurant,https://www.salspizza.com.au/pizzerias/,(02) 8541 5784,"{""facebook"":""https://www.facebook.com/salsnypizza/"",""instagram"":""https://www.instagram.com/salspizzanz/""}",https://www.facebook.com/salsnypizza/,https://www.instagram.com/salspizzanz/,-- No Data --,getintouch@salspizza.com.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,kylie.hearne@nswtouch.com.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,feedback@dominos.com.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,Training@dominos.com.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.com.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.co.nz,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.com.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.co.nz,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.au,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.nz,Risky
Domino's,"1/154 Redfern Street, Sydney New South Wales 2016",Pizza restaurant,https://www.dominos.com.au/store/new-south-wales-redfern-98378,(02) 8575 6220,"{""facebook"":""https://www.facebook.com/356006207786051/"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/356006207786051/,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,media@dominos.com.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,kylie.hearne@nswtouch.com.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,feedback@dominos.com.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,Training@dominos.com.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.com.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.co.nz,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.com.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.co.nz,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.au,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.nz,Risky
Domino's,"212-214 Harris Street, Pyrmont New South Wales 2009",Pizza restaurant,https://www.dominos.com.au/store/NSW-PYRMONT-98519?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9392 6120,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,media@dominos.com.au,Risky
Pizza El Rocco,"154 Brougham Street, Sydney New South Wales 2011",Pizza restaurant,https://www.elrocco.com.au/,(02) 8541 8074,"{""facebook"":""https://www.facebook.com/pizzaelrocco"",""instagram"":""https://www.instagram.com/pizzaelrocco/""}",https://www.facebook.com/pizzaelrocco,https://www.instagram.com/pizzaelrocco/,-- No Data --,sales@melocco.com.au,Risky
Pizza El Rocco,"154 Brougham Street, Sydney New South Wales 2011",Pizza restaurant,https://www.elrocco.com.au/,(02) 8541 8074,"{""facebook"":""https://www.facebook.com/pizzaelrocco"",""instagram"":""https://www.instagram.com/pizzaelrocco/""}",https://www.facebook.com/pizzaelrocco,https://www.instagram.com/pizzaelrocco/,-- No Data --,pizza@elrocco.com.au,Risky
I Love Pizza Surry Hills,"620 Crown Street, Sydney New South Wales 2010",Pizza restaurant,https://i-love-pizza.com.au/,(02) 9310 1188,"{""instagram"":""https://instagram.com/ilovepizzasydney"",""facebook"":""https://www.facebook.com/ilovepizzasurryhills/"",""youtube"":""https://www.youtube.com/watch?v=nsqf7rmstj4"",""yelp"":""https://www.yelp.com/biz/doughboy-pizza-surry-hills""}",https://www.facebook.com/ilovepizzasurryhills/,https://instagram.com/ilovepizzasydney,-- No Data --,info@i-love-pizza.com.au,Risky
I Love Pizza Surry Hills,"620 Crown Street, Sydney New South Wales 2010",Pizza restaurant,https://i-love-pizza.com.au/,(02) 9310 1188,"{""instagram"":""https://instagram.com/ilovepizzasydney"",""facebook"":""https://www.facebook.com/ilovepizzasurryhills/"",""youtube"":""https://www.youtube.com/watch?v=nsqf7rmstj4"",""yelp"":""https://www.yelp.com/biz/doughboy-pizza-surry-hills""}",https://www.facebook.com/ilovepizzasurryhills/,https://instagram.com/ilovepizzasydney,-- No Data --,support@hssservices.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,peanuts@shadypinessaloon.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,events@swillhouse.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,reservations@swillhouse.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,media@swillhouse.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,shop@swillhouse.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,hello@swillmag.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,pretzels@thebaxterinn.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,support@hssservices.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,pastis@restauranthubert.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,reservations@restauranthubert.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,events@restauranthubert.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,pizza@frankiespizzabytheslice.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,allie@swillhouse.com,Risky
Frankie's Pizza By The Slice,58 Hunter St 2000 Sydney,Pizza restaurant,https://swillhouse.com/venues/,38 42 34 03,"{""facebook"":""https://facebook.com/swillmag"",""instagram"":""https://instagram.com/swillhouse.hospitality"",""yelp"":""https://www.yelp.com/biz/frankies-pizza-sydney""}",https://facebook.com/swillmag,https://instagram.com/swillhouse.hospitality,-- No Data --,info@swillmail.com,Risky
